iata_code,location
YHS,"Sechelt-Gibsons Airport, Sechelt, Canada"
YKK,"Kitkatla Seaplane Base, Kitkatla, Canada"
WPL,"Powell Lake Seaplane Base, Canada"
XQU,"Qualicum Beach Airport, Qualicum Beach, Canada"
YMP,"Port Mcneill Airport, Port Mcneill, Canada"
YRN,"Rivers Inlet Seaplane Base, Rivers Inlet, Canada"
YTG,"Sullivan Bay Seaplane Base, Sullivan Bay, Canada"
YMU,"Mansons Landing Seaplane Base, Canada"
YSX,"Bella Bella/Shearwater Seaplane Base, Bella Bella, Canada"
YGG,"Ganges Seaplane Base, Salt Spring Island, Canada"
YTB,"Hartley Bay Seaplane Base, Hartley Bay, Canada"
YZA,"Cache Creek-Ashcroft Regional Airport, Cache Creek, Canada"
ZEL,"Bella Bella (Campbell Island) Airport, Bella Bella, Canada"
CBC,"Cherrabun Airport, Australia"
YPB,"Alberni Valley Regional Airport, Port Alberni, Canada"
YBO,"Bob Quinn Lake Airport, Bob Quinn Lake, Canada"
TNS,"Tungsten (Cantung) Airport, Tungsten, Canada"
TUX,"Tumbler Ridge Airport, Tumbler Ridge, Canada"
YWM,"Williams Harbour Airport, Williams Harbour, Canada"
YSO,"Postville Airport, Postville, Canada"
YBI,"Black Tickle Airport, Black Tickle, Canada"
YFX,"St. Lewis (Fox Harbour) Airport, St. Lewis, Canada"
YHA,"Port Hope Simpson Airport, Port Hope Simpson, Canada"
YRG,"Rigolet Airport, Rigolet, Canada"
DVK,"Diavik Airport, Diavik, Canada"
JOJ,"Doris Lake, Hope Bay, Canada"
ZFW,"Fairview Airport, Fairview, Canada"
YJP,"Hinton/Jasper-Hinton Airport, Hinton, Canada"
YLE,"Whatì Airport, Whatì, Canada"
YGC,"Grande Cache Airport, Grande Cache, Canada"
YDC,"Drayton Valley Industrial Airport, Drayton Valley, Canada"
NML,"Fort McMurray / Mildred Lake Airport, Fort McMurray, Canada"
CFM,"Conklin (Leismer) Airport, Conklin, Canada"
ZSP,"St. Paul Airport, St. Paul, Canada"
GSL,"Taltheilei Narrows Airport, Taltheilei Narrows, Canada"
XMP,"Macmillan Pass Airport, Macmillan Pass, Canada"
DAS,"Great Bear Lake Airport, Great Bear Lake, Canada"
YFI,"Fort Mackay / Firebag, Suncor Energy Site, Canada"
YFJ,"Wekweètì Airport, Wekweètì, Canada"
YOE,"Donnelly Airport, Donnelly, Canada"
TIL,"Cheadle Airport, Cheadle, Canada"
OKG,"Okoyo Airport, Okoyo, Congo - Brazzaville"
CGA,"Craig Seaplane Base, Craig, United States"
CGC,"Cape Gloucester Airport, Cape Gloucester, Papua New Guinea"
CGG,"Casiguran Airport, Casiguran, Philippines"
CGT,"Chinguetti Airport, Chinguetti, Mauritania"
CHP,"Circle Hot Springs Airport, Circle Hot Springs, United States"
CIV,"Chomley Seaplane Base, Chomley, United States"
LRQ,"Laurie River Airport, Laurie River, Canada"
YDJ,"Hatchet Lake Airport, Hatchet Lake, Canada"
YDU,"Kasba Lake Airport, Kasba Lake, Canada"
YFL,"Fort Reliance Seaplane Base, Fort Reliance, Canada"
XCL,"Cluff Lake Airport, Cluff Lake, Canada"
YKE,"Knee Lake Airport, Knee Lake, Canada"
SUR,"Summer Beaver Airport, Summer Beaver, Canada"
CKD,"Crooked Creek Airport, Crooked Creek, United States"
YTT,"Tisdale Airport, Tisdale, Canada"
YAX,"Wapekeka Airport, Angling Lake, Canada"
WNN,"Wunnumin Lake Airport, Wunnumin Lake, Canada"
YBS,"Opapimiskan Lake Airport, Opapimiskan Lake, Canada"
YNO,"North Spirit Lake Airport, North Spirit Lake, Canada"
CKR,"Crane Island Airstrip, Crane Island, United States"
CKU,"Cordova Municipal Airport, Cordova, United States"
YDW,"North of Sixty Airport, Obre Lake, Canada"
CKX,"Chicken Airport, Chicken, United States"
CMT,"New Cametá Airport, Cametá, Brazil"
CMZ,"Caia Airport, Caia, Mozambique"
TVS,"Tangshan Sannühe Airport, Tangshan, China"
INC,"Yinchuan Hedong International Airport, Yinchuan, China"
YUA,"Yuanmou Air Base, Yuanmou, China"
ZQZ,"Zhangjiakou Ningyuan Airport, Zhangjiakou, China"
BSD,"Baoshan Yunduan Airport, China"
DZU,"Dazu Air Base, Dazu, China"
LNJ,"Lintsang Airfield, Lincang, China"
RKZ,"Shigatse Air Base, Xigazê, China"
PZI,"Bao'anying Airport, Panzhihua, China"
ZKL,"Zigong Airport, Zigong, China"
FUO,"Foshan Shadi Airport, Foshan, China"
BZX,"Bazhong Enyang Airport, Bazhong, China"
HUZ,"Huizhou Airport, Huizhou, China"
HSC,"Shaoguan Guitou Airport, Shaoguan, China"
JGS,"Jinggangshan Airport, Ji'an, China"
AEB,"Baise Youjiang Airport, Baise, China"
DOY,"Dongying Shengli Airport, Dongying, China"
XEN,"Xingcheng Air Base, China"
AAT,"Altay Air Base, Altay, China"
THQ,"Tianshui Maijishan Airport, Tianshui, China"
YZY,"Zhangye Ganzhou Airport, Zhangye, China"
DDG,"Dandong Airport, Dandong, China"
NTG,"Nantong Airport, Nantong, China"
XBE,"Bearskin Lake Airport, Bearskin Lake, Canada"
YNP,"Natuashish Airport, Natuashish, Canada"
YWR,"White River Seaplane Base, White River, Canada"
YPD,"Parry Sound Area Municipal Airport, Parry Sound, Canada"
XBR,"Brockville - Thousand Islands Regional Tackaberry Airport, Brockville, Canada"
KIF,"Kingfisher Lake Airport, Kingfisher Lake, Canada"
YOG,"Ogoki Post Airport, Ogoki Post, Canada"
PRM,"Proma Heliport, Bogota, Colombia"
ARQ,"El Troncal Airport, Arauquita, Colombia"
LCR,"La Chorrera Airport, La Chorrera, Colombia"
SNT,"Las Cruces Airport, Sabana De Torres, Colombia"
TCD,"Tarapacá Airport, Tarapacá, Colombia"
YEB,"Bar River Airport, Bar River, Canada"
CPI,"Cape Orford Airport, Papua New Guinea"
YSI,"Parry Sound/Frying Pan Island-Sans Souci Seaplane Base, Frying Pan Island, Canada"
YHP,"Poplar Hill Airport, Poplar Hill, Canada"
KEW,"Keewaywin Airport, Keewaywin, Canada"
YSA,"Sable Island Landing Strip, Sable Island, Canada"
YLS,"Lebel-sur-Quevillon Airport, Lebel-sur-Quévillon, Canada"
YNX,"Snap Lake Airport, Snap Lake Mine, Canada"
SSQ,"La Sarre Airport, La Sarre, Canada"
YKU,"Chisasibi Airport, Chisasibi, Canada"
EHT,"Rentschler Heliport, East Hartford, United States"
ZTB,"Tête-à-la-Baleine Airport, Tête-à-la-Baleine, Canada"
ZKG,"Kegaska Airport, Kegaska, Canada"
YWQ,"Chute-Des-Passes/Lac Margane Seaplane Base, Chutes-des-Passes, Canada"
YAU,"Donaldson Airport, Kattiniq, Canada"
ZGS,"La Romaine Airport, La Romaine, Canada"
YFG,"Fontanges Airport, Fontanges, Canada"
ZLT,"La Tabatière Airport, La Tabatière, Canada"
PST,"Preston Airport, Preston, Cuba"
CUJ,"Culion Airport, Culion Island, Philippines"
HLI,"Hollister Municipal Airport, Hollister, United States"
CVL,"Cape Vogel Airport, Papua New Guinea"
CXC,"Chitina Airport, Chitina, United States"
GEC,"Lefkoniko Airport, Geçitkale, Cyprus"
YAB,"Arctic Bay Airport, Arctic Bay, Canada"
YAC,"Cat Lake Airport, Cat Lake, Canada"
YAR,"La Grande-3 Airport, La Grande-3, Canada"
YAG,"Fort Frances Municipal Airport, Fort Frances, Canada"
YAH,"La Grande-4 Airport, La Grande-4, Canada"
YAL,"Alert Bay Airport, Alert Bay, Canada"
YAM,"Sault Ste Marie Airport, Sault Ste Marie, Canada"
XKS,"Kasabonika Airport, Kasabonika, Canada"
YKG,"Kangirsuk Airport, Kangirsuk, Canada"
YAT,"Attawapiskat Airport, Attawapiskat, Canada"
YAY,"St. Anthony Airport, St. Anthony, Canada"
YAZ,"Tofino / Long Beach Airport, Tofino, Canada"
YBA,"Banff Airport, Banff, Canada"
YBB,"Kugaaruk Airport, Kugaaruk, Canada"
YBC,"Baie Comeau Airport, Baie-Comeau, Canada"
QBC,"Bella Coola Airport, Bella Coola, Canada"
YBE,"Uranium City Airport, Uranium City, Canada"
YBY,"Bonnyville Airport, Bonnyville, Canada"
YBG,"CFB Bagotville, Bagotville, Canada"
YBK,"Baker Lake Airport, Baker Lake, Canada"
YBL,"Campbell River Airport, Campbell River, Canada"
XTL,"Tadoule Lake Airport, Tadoule Lake, Canada"
YBR,"Brandon Municipal Airport, Brandon, Canada"
YBT,"Brochet Airport, Brochet, Canada"
YBV,"Berens River Airport, Berens River, Canada"
YBX,"Lourdes de Blanc Sablon Airport, Lourdes-De-Blanc-Sablon, Canada"
YRF,"Cartwright Airport, Cartwright, Canada"
YCB,"Cambridge Bay Airport, Cambridge Bay, Canada"
YCC,"Cornwall Regional Airport, Cornwall, Canada"
YCD,"Nanaimo Airport, Nanaimo, Canada"
YCE,"Centralia / James T. Field Memorial Aerodrome, Centralia, Canada"
YCG,"Castlegar/West Kootenay Regional Airport, Castlegar, Canada"
YCH,"Miramichi Airport, Miramichi, Canada"
XCM,"Chatham Kent Airport, Chatham-Kent, Canada"
YCL,"Charlo Airport, Charlo, Canada"
YCN,"Cochrane Airport, Cochrane, Canada"
YCO,"Kugluktuk Airport, Kugluktuk, Canada"
YCQ,"Chetwynd Airport, Chetwynd, Canada"
YCR,"Cross Lake (Charlie Sinclair Memorial) Airport, Cross Lake, Canada"
YCS,"Chesterfield Inlet Airport, Chesterfield Inlet, Canada"
YCT,"Coronation Airport, Coronation, Canada"
YCW,"Chilliwack Airport, Chilliwack, Canada"
YCY,"Clyde River Airport, Clyde River, Canada"
YCZ,"Fairmont Hot Springs Airport, Fairmont Hot Springs, Canada"
YDA,"Dawson City Airport, Dawson City, Canada"
YDB,"Burwash Airport, Burwash, Canada"
YDF,"Deer Lake Airport, Deer Lake, Canada"
YDL,"Dease Lake Airport, Dease Lake, Canada"
XRR,"Ross River Airport, Ross River, Canada"
YDN,"Dauphin Barker Airport, Dauphin, Canada"
YDO,"Dolbeau St Felicien Airport, Dolbeau-St-Félicien, Canada"
YDP,"Nain Airport, Nain, Canada"
YDQ,"Dawson Creek Airport, Dawson Creek, Canada"
YEG,"Edmonton International Airport, Edmonton, Canada"
YEK,"Arviat Airport, Arviat, Canada"
YEL,"Elliot Lake Municipal Airport, Elliot Lake, Canada"
YEM,"Manitoulin East Municipal Airport, Manitowaning, Canada"
YEN,"Estevan Airport, Estevan, Canada"
YER,"Fort Severn Airport, Fort Severn, Canada"
YET,"Edson Airport, Edson, Canada"
YEU,"Eureka Airport, Eureka, Canada"
YEV,"Inuvik Mike Zubko Airport, Inuvik, Canada"
YEY,"Amos/Magny Airport, Amos, Canada"
YFA,"Fort Albany Airport, Fort Albany, Canada"
YFB,"Iqaluit Airport, Iqaluit, Canada"
YFC,"Fredericton Airport, Fredericton, Canada"
YFE,"Forestville Airport, Forestville, Canada"
YFH,"Fort Hope Airport, Fort Hope, Canada"
YTM,"La Macaza / Mont-Tremblant International Inc Airport, Rivière Rouge, Canada"
YFO,"Flin Flon Airport, Flin Flon, Canada"
YFR,"Fort Resolution Airport, Fort Resolution, Canada"
YFS,"Fort Simpson Airport, Fort Simpson, Canada"
YMN,"Makkovik Airport, Makkovik, Canada"
YGB,"Texada Gillies Bay Airport, Texada, Canada"
YGH,"Fort Good Hope Airport, Fort Good Hope, Canada"
YGK,"Kingston Norman Rogers Airport, Kingston, Canada"
YGL,"La Grande Rivière Airport, La Grande Rivière, Canada"
YGM,"Gimli Industrial Park Airport, Gimli, Canada"
YGO,"Gods Lake Narrows Airport, Gods Lake Narrows, Canada"
YGP,"Gaspé (Michel-Pouliot) Airport, Gaspé, Canada"
YGQ,"Geraldton Greenstone Regional Airport, Geraldton, Canada"
YGR,"Îles-de-la-Madeleine Airport, Îles-de-la-Madeleine, Canada"
YGT,"Igloolik Airport, Igloolik, Canada"
YGV,"Havre St Pierre Airport, Havre St-Pierre, Canada"
YGW,"Kuujjuarapik Airport, Kuujjuarapik, Canada"
YGX,"Gillam Airport, Gillam, Canada"
YGZ,"Grise Fiord Airport, Grise Fiord, Canada"
YQC,"Quaqtaq Airport, Quaqtaq, Canada"
YHB,"Hudson Bay Airport, Hudson Bay, Canada"
CXH,"Vancouver Harbour Water Aerodrome, Vancouver, Canada"
YHD,"Dryden Regional Airport, Dryden, Canada"
YHE,"Hope Airport, Hope, Canada"
YHF,"Hearst René Fontaine Municipal Airport, Hearst, Canada"
YNS,"Nemiscau Airport, Nemiscau, Canada"
YHI,"Ulukhaktok Holman Airport, Ulukhaktok, Canada"
YHK,"Gjoa Haven Airport, Gjoa Haven, Canada"
YHM,"John C. Munro Hamilton International Airport, Hamilton, Canada"
YHN,"Hornepayne Municipal Airport, Hornepayne, Canada"
YHO,"Hopedale Airport, Hopedale, Canada"
YHR,"Chevery Airport, Chevery, Canada"
YHT,"Haines Junction Airport, Haines Junction, Canada"
YHU,"Montréal / Saint-Hubert Airport, Montréal, Canada"
YHY,"Hay River / Merlyn Carter Airport, Hay River, Canada"
YHZ,"Halifax / Stanfield International Airport, Halifax, Canada"
YIB,"Atikokan Municipal Airport, Atikokan, Canada"
YDG,"Digby / Annapolis Regional Airport, Digby, Canada"
YIF,"St Augustin Airport, St-Augustin, Canada"
YIK,"Ivujivik Airport, Ivujivik, Canada"
YIO,"Pond Inlet Airport, Pond Inlet, Canada"
YIV,"Island Lake Airport, Island Lake, Canada"
YJA,"Jasper Airport, Jasper, Canada"
YJF,"Fort Liard Airport, Fort Liard, Canada"
YJN,"St Jean Airport, St Jean, Canada"
YJT,"Stephenville Airport, Stephenville, Canada"
YKA,"Kamloops Airport, Kamloops, Canada"
YKC,"Collins Bay Airport, Collins Bay, Canada"
LAK,"Aklavik/Freddie Carmichael Airport, Aklavik, Canada"
YKF,"Waterloo Airport, Kitchener, Canada"
YWB,"Kangiqsujuaq (Wakeham Bay) Airport, Kangiqsujuaq, Canada"
YKJ,"Key Lake Airport, Key Lake, Canada"
YKL,"Schefferville Airport, Schefferville, Canada"
YKD,"Kincardine Municipal Airport, Kincardine, Canada"
AKV,"Akulivik Airport, Akulivik, Canada"
YKQ,"Waskaganish Airport, Waskaganish, Canada"
YKX,"Kirkland Lake Airport, Kirkland Lake, Canada"
YKY,"Kindersley Airport, Kindersley, Canada"
YKZ,"Buttonville Municipal Airport, Toronto, Canada"
YPJ,"Aupaluk Airport, Aupaluk, Canada"
YLB,"Lac La Biche Airport, Lac La Biche, Canada"
YLC,"Kimmirut Airport, Kimmirut, Canada"
YLD,"Chapleau Airport, Chapleau, Canada"
YLH,"Lansdowne House Airport, Lansdowne House, Canada"
YLJ,"Meadow Lake Airport, Meadow Lake, Canada"
YSG,"Lutselk'e Airport, Lutselk'e, Canada"
YLL,"Lloydminster Airport, Lloydminster, Canada"
YLQ,"La Tuque Airport, La Tuque, Canada"
YLR,"Leaf Rapids Airport, Leaf Rapids, Canada"
YLK,"Barrie-Orillia (Lake Simcoe Regional Airport), Barrie-Orillia, Canada"
YLT,"Alert Airport, Alert, Canada"
XGR,"Kangiqsualujjuaq (Georges River) Airport, Kangiqsualujjuaq, Canada"
YLW,"Kelowna International Airport, Kelowna, Canada"
CYM,"Chatham Seaplane Base, Chatham, United States"
YMA,"Mayo Airport, Mayo, Canada"
YME,"Matane Airport, Matane, Canada"
YMG,"Manitouwadge Airport, Manitouwadge, Canada"
YMH,"Mary's Harbour Airport, Mary's Harbour, Canada"
YMJ,"Moose Jaw Air Vice Marshal C. M. McEwen Airport, Moose Jaw, Canada"
YML,"Charlevoix Airport, Charlevoix, Canada"
YMM,"Fort McMurray Airport, Fort McMurray, Canada"
YMO,"Moosonee Airport, Moosonee, Canada"
YMT,"Chapais Airport, Chibougamau, Canada"
YUD,"Umiujaq Airport, Umiujaq, Canada"
YMW,"Maniwaki Airport, Maniwaki, Canada"
YMX,"Montreal International (Mirabel) Airport, Montréal, Canada"
YNA,"Natashquan Airport, Natashquan, Canada"
YNC,"Wemindji Airport, Wemindji, Canada"
YND,"Ottawa / Gatineau Airport, Gatineau, Canada"
YNE,"Norway House Airport, Norway House, Canada"
YNH,"Hudsons Hope Airport, Hudson's Hope, Canada"
YLY,"Langley Airport, Langley, Canada"
YNL,"Points North Landing Airport, Points North Landing, Canada"
YNM,"Matagami Airport, Matagami, Canada"
HZP,"Fort Mackay / Horizon Airport, Fort Mackay, Canada"
YOA,"Ekati Airport, Ekati, Canada"
YOC,"Old Crow Airport, Old Crow, Canada"
YOD,"CFB Cold Lake, Cold Lake, Canada"
YOH,"Oxford House Airport, Oxford House, Canada"
YOJ,"High Level Airport, High Level, Canada"
YOO,"Toronto/Oshawa Executive Airport, Oshawa, Canada"
YOP,"Rainbow Lake Airport, Rainbow Lake, Canada"
YOS,"Owen Sound / Billy Bishop Regional Airport, Owen Sound, Canada"
YOW,"Ottawa Macdonald-Cartier International Airport, Ottawa, Canada"
YOY,"C J.H.L.(Joe) Lecomte) Heliport, Valcartier, Canada"
YPA,"Prince Albert Glass Field, Prince Albert, Canada"
YPC,"Paulatuk (Nora Aliqatchialuk Ruben) Airport, Paulatuk, Canada"
YPS,"Port Hawkesbury Airport, Port Hawkesbury, Canada"
YPE,"Peace River Airport, Peace River, Canada"
YPG,"Southport Airport, Portage la Prairie, Canada"
YPH,"Inukjuak Airport, Inukjuak, Canada"
YPL,"Pickle Lake Airport, Pickle Lake, Canada"
YPM,"Pikangikum Airport, Pikangikum, Canada"
YPN,"Port Menier Airport, Port-Menier, Canada"
YPO,"Peawanuck Airport, Peawanuck, Canada"
YPQ,"Peterborough Airport, Peterborough, Canada"
YPR,"Prince Rupert Airport, Prince Rupert, Canada"
YPW,"Powell River Airport, Powell River, Canada"
YPX,"Puvirnituq Airport, Puvirnituq, Canada"
YPY,"Fort Chipewyan Airport, Fort Chipewyan, Canada"
YPZ,"Burns Lake Airport, Burns Lake, Canada"
YQA,"Muskoka Airport, Muskoka, Canada"
YQB,"Quebec Jean Lesage International Airport, Quebec, Canada"
YQD,"The Pas Airport, The Pas, Canada"
YQF,"Red Deer Regional Airport, Red Deer, Canada"
YQG,"Windsor Airport, Windsor, Canada"
YQH,"Watson Lake Airport, Watson Lake, Canada"
YQI,"Yarmouth Airport, Yarmouth, Canada"
YQK,"Kenora Airport, Kenora, Canada"
YQL,"Lethbridge County Airport, Lethbridge, Canada"
YQM,"Greater Moncton International Airport, Moncton, Canada"
YQN,"Nakina Airport, Nakina, Canada"
YQQ,"Comox Airport, Comox, Canada"
YQR,"Regina International Airport, Regina, Canada"
YQS,"St Thomas Municipal Airport, St Thomas, Canada"
YQT,"Thunder Bay Airport, Thunder Bay, Canada"
YQU,"Grande Prairie Airport, Grande Prairie, Canada"
YQV,"Yorkton Municipal Airport, Yorkton, Canada"
YQW,"North Battleford Airport, North Battleford, Canada"
YQX,"Gander International Airport, Gander, Canada"
YQY,"Sydney / J.A. Douglas McCurdy Airport, Sydney, Canada"
YQZ,"Quesnel Airport, Quesnel, Canada"
YRA,"Rae Lakes Airport, Gamètì, Canada"
YRB,"Resolute Bay Airport, Resolute Bay, Canada"
YRI,"Rivière-du-Loup Airport, Rivière-du-Loup, Canada"
YRJ,"Roberval Airport, Roberval, Canada"
YRL,"Red Lake Airport, Red Lake, Canada"
YRM,"Rocky Mountain House Airport, Rocky Mountain House, Canada"
YRO,"Ottawa / Rockcliffe Airport, Ottawa, Canada"
YRQ,"Trois-Rivières Airport, Trois-Rivières, Canada"
YRS,"Red Sucker Lake Airport, Red Sucker Lake, Canada"
YRT,"Rankin Inlet Airport, Rankin Inlet, Canada"
YRV,"Revelstoke Airport, Revelstoke, Canada"
YSB,"Sudbury Airport, Sudbury, Canada"
YSC,"Sherbrooke Airport, Sherbrooke, Canada"
YSD,"Suffield Heliport, Suffield, Canada"
YSE,"Squamish Airport, Squamish, Canada"
YSF,"Stony Rapids Airport, Stony Rapids, Canada"
YSH,"Smiths Falls-Montague (Russ Beach) Airport, Smiths Falls, Canada"
YSJ,"Saint John Airport, Saint John, Canada"
YSK,"Sanikiluaq Airport, Sanikiluaq, Canada"
YSL,"St Leonard Airport, St Leonard, Canada"
YSM,"Fort Smith Airport, Fort Smith, Canada"
YCM,"Niagara District Airport, St Catharines, Canada"
YSP,"Marathon Airport, Marathon, Canada"
YST,"St. Theresa Point Airport, St. Theresa Point, Canada"
YSU,"Summerside Airport, Summerside, Canada"
YSY,"Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport, Sachs Harbour, Canada"
YTA,"Pembroke Airport, Pembroke, Canada"
YTE,"Cape Dorset Airport, Cape Dorset, Canada"
YTF,"Alma Airport, Alma, Canada"
YTH,"Thompson Airport, Thompson, Canada"
YTL,"Big Trout Lake Airport, Big Trout Lake, Canada"
YTQ,"Tasiujaq Airport, Tasiujaq, Canada"
YTR,"CFB Trenton, Trenton, Canada"
YTS,"Timmins/Victor M. Power, Timmins, Canada"
YTZ,"Billy Bishop Toronto City Centre Airport, Toronto, Canada"
YUB,"Tuktoyaktuk Airport, Tuktoyaktuk, Canada"
YUL,"Montreal / Pierre Elliott Trudeau International Airport, Montréal, Canada"
YUT,"Repulse Bay Airport, Repulse Bay, Canada"
YUX,"Hall Beach Airport, Hall Beach, Canada"
YUY,"Rouyn Noranda Airport, Rouyn-Noranda, Canada"
YVB,"Bonaventure Airport, Bonaventure, Canada"
YVC,"La Ronge Airport, La Ronge, Canada"
YVG,"Vermilion Airport, Vermilion, Canada"
YVE,"Vernon Airport, Vernon, Canada"
YCK,"Tommy Kochon Airport, Colville Lake, Canada"
YVM,"Qikiqtarjuaq Airport, Qikiqtarjuaq, Canada"
YVO,"Val-d'Or Airport, Val-d'Or, Canada"
YVP,"Kuujjuaq Airport, Kuujjuaq, Canada"
YVQ,"Norman Wells Airport, Norman Wells, Canada"
YVR,"Vancouver International Airport, Vancouver, Canada"
YVT,"Buffalo Narrows Airport, Buffalo Narrows, Canada"
YVV,"Wiarton Airport, Wiarton, Canada"
YVZ,"Deer Lake Airport, Deer Lake, Canada"
YWA,"Petawawa Airport, Petawawa, Canada"
YWG,"Winnipeg / James Armstrong Richardson International Airport, Winnipeg, Canada"
YWH,"Victoria Harbour Seaplane Base, Victoria, Canada"
YWJ,"Déline Airport, Déline, Canada"
YWK,"Wabush Airport, Wabush, Canada"
YWL,"Williams Lake Airport, Williams Lake, Canada"
YWP,"Webequie Airport, Webequie, Canada"
YWY,"Wrigley Airport, Wrigley, Canada"
YXC,"Cranbrook/Canadian Rockies International Airport, Cranbrook, Canada"
YXE,"Saskatoon John G. Diefenbaker International Airport, Saskatoon, Canada"
YXH,"Medicine Hat Airport, Medicine Hat, Canada"
YXJ,"Fort St John Airport, Fort St.John, Canada"
YXK,"Rimouski Airport, Rimouski, Canada"
YXL,"Sioux Lookout Airport, Sioux Lookout, Canada"
YXN,"Whale Cove Airport, Whale Cove, Canada"
YXP,"Pangnirtung Airport, Pangnirtung, Canada"
YXQ,"Beaver Creek Airport, Beaver Creek, Canada"
YXR,"Earlton (Timiskaming Regional) Airport, Earlton, Canada"
YXS,"Prince George Airport, Prince George, Canada"
YXT,"Northwest Regional Airport Terrace-Kitimat, Terrace, Canada"
YXU,"London Airport, London, Canada"
YXX,"Abbotsford Airport, Abbotsford, Canada"
YXY,"Whitehorse / Erik Nielsen International Airport, Whitehorse, Canada"
YXZ,"Wawa Airport, Wawa, Canada"
YYB,"North Bay Jack Garland Airport, North Bay, Canada"
YYC,"Calgary International Airport, Calgary, Canada"
YYD,"Smithers Airport, Smithers, Canada"
YYE,"Fort Nelson Airport, Fort Nelson, Canada"
YYF,"Penticton Airport, Penticton, Canada"
YYG,"Charlottetown Airport, Charlottetown, Canada"
YYH,"Taloyoak Airport, Taloyoak, Canada"
YYJ,"Victoria International Airport, Victoria, Canada"
YYL,"Lynn Lake Airport, Lynn Lake, Canada"
YYM,"Cowley Airport, Cowley, Canada"
YYN,"Swift Current Airport, Swift Current, Canada"
